bookTitle	bookSeries	bookAuthors	ratingValue	ratingCount	reviewCount	plot	numberOfPages	publishingDate	characters	setting	url
The Winner Stands Alone		Paulo Coelho, Arash Hejazi	3.38	32149	2107	“[Coelho’s] special talent seems to be his ability to speak to everyone at once. The kind of spirituality he espouses is to all comers. . . . His readers often say that they see their own lives in his own books.” —New YorkerFrom the bestselling author of The Alchemist, Paulo Coelho, comes an absorbing new novel that holds a mirror up to our culture’s obsession with fame, glamour, and celebrity.	368	2008	Ewa, Igor	Cannes	https://www.goodreads.com/book/show/5356711-the-winner-stands-alone
