bookTitle	bookSeries	bookAuthors	ratingValue	ratingCount	reviewCount	plot	numberOfPages	publishingDate	characters	setting	url
The Amazing Adventures of Kavalier & Clay		Michael Chabon	4.18	184615	10999	Joe Kavalier, a young Jewish artist who has also been trained in the art of Houdini-esque escape, has just smuggled himself out of Nazi-invaded Prague and landed in New York City. His Brooklyn cousin Sammy Clay is looking for a partner to create heroes, stories, and art for the latest novelty to hit America - the comic book. Drawing on their own fears and dreams, Kavalier and Clay create the Escapist, the Monitor, and Luna Moth, inspired by the beautiful Rosa Saks, who will become linked by powerful ties to both men. With exhilarating style and grace, Michael Chabon tells an unforgettable story about American romance and possibility.	639	September 19th 2000	Joe Kavalier, Sam Clay, Rosa Saks	Brooklyn, New York City, New York Prague (Praha) New York State New York City, New York Flatbush, Brooklyn, New York	https://www.goodreads.com/book/show/3985.The_Amazing_Adventures_of_Kavalier_Clay
