bookTitle	bookSeries	bookAuthors	ratingValue	ratingCount	reviewCount	plot	numberOfPages	publishingDate	characters	setting	url
Fledged	The Wiccan Diaries #4	T.D. McMichael	5.00	1	0	Volume 4 of Halsey Rookmaaker's coming of age and into her magical inheritance. Release date TBD.	700	by Magnus Corner			https://www.goodreads.com/book/show/17860542-fledged
