bookTitle	bookSeries	bookAuthors	ratingValue	ratingCount	reviewCount	plot	numberOfPages	publishingDate	characters	setting	url
The Silent Patient		Alex Michaelides	4.09	526923	52679	Only she knows what happened.Only I can make her speak.I love him so totally, completely, sometimes it threatens to overwhelm me. Sometimes I think-No. I won't write about that.ALICIAAlicia Berenson writes a diary as a release, an outlet - and to prove to her beloved husband that everything is fine. She can't bear the thought of worrying Gabriel, or causing him pain.Until, late one evening, Alicia shoots Gabriel five times and then never speaks another word.THEOForensic psychotherapist Theo Faber is convinced he can successfully treat Alicia, where all others have failed. Obsessed with investigating her crime, his discoveries suggest Alicia's silence goes far deeper than he first thought.And if she speaks, would he want to hear the truth?	352	February 5th 2019	Alicia Berenson, Theo Faber, Kathy Faber, Professor Lazarus Diomedes, Gabe Berenson, Max Berenson, Christian West	London, England	https://www.goodreads.com/book/show/40097951-the-silent-patient
