bookTitle	bookSeries	bookAuthors	ratingValue	ratingCount	reviewCount	plot	numberOfPages	publishingDate	characters	setting	url
Shadow		C.S. Dixon	4.00	12	5	Shadow is a short story of terror which chronicles the life of a man changed after an accident and who is suddenly confronted with a mysterious and recurring fear, is it real or a nightmare?	31	2013			https://www.goodreads.com/book/show/18045686-shadow
