bookTitle	bookSeries	bookAuthors	ratingValue	ratingCount	reviewCount	plot	numberOfPages	publishingDate	characters	setting	url
Dark Inside	Dark Inside #1	Jeyn Roberts	3.92	8721	1103	Moments after several huge earthquakes shake every continent on Earth, something strange starts happening to some people. An inner rage has been released and some people cannot fight it. For those who can, life becomes an ongoing battle to survive - at any cost!	368	September 2nd 2011			https://www.goodreads.com/book/show/10841167-dark-inside
