bookTitle	bookSeries	bookAuthors	ratingValue	ratingCount	reviewCount	plot	numberOfPages	publishingDate	characters	setting	url
The Dark		Lemony Snicket, Jon Klassen	4.04	11734	1524	Laszlo is afraid of the dark. The dark is not afraid of Laszlo. Laszlo lives in a house. The dark lives in the basement. One night, the dark comes upstairs to Laszlo's room, and Laszlo goes down to the basement.This is the story of how Laszlo stops being afraid of the dark.	32	April 2nd 2013			https://www.goodreads.com/book/show/15790852-the-dark
