bookTitle	bookSeries	bookAuthors	ratingValue	ratingCount	reviewCount	plot	numberOfPages	publishingDate	characters	setting	url
في الحب والحياة		مصطفى محمود	3.77	8457	855		145	1966		Egypt	https://www.goodreads.com/book/show/5987504
